HAPPY,AGE,HEALTH,RINCOM91,EDUC,SEX,RACE,TRAUMA1,MARITAL
1,20,0,2,12,2,1,1,5
3,37,4,1,12,2,1,9,4
2,33,3,0,8,2,1,-1,1
1,72,0,98,8,2,1,1,2
1,66,0,6,7,2,1,2,1
2,60,4,0,10,2,2,-1,2
2,55,1,0,13,2,1,1,1
1,54,1,18,16,2,1,0,1
2,30,3,5,11,1,2,1,5
1,49,1,16,12,1,1,-1,1
1,44,1,18,18,1,2,0,1
1,51,0,9,6,1,2,9,3
2,21,2,0,12,2,2,1,5
2,35,3,0,13,2,2,1,5
2,22,1,0,11,2,1,-1,3
2,60,3,11,12,1,1,-1,1
2,36,0,0,10,2,2,0,1
1,30,0,8,11,2,1,0,1
1,52,2,4,8,1,2,0,1
2,41,1,19,12,1,2,1,1
1,39,2,0,12,2,2,-1,1
2,30,2,14,12,2,1,0,3
2,31,0,11,14,2,1,2,1
1,61,1,19,12,1,1,-1,1
2,42,3,10,12,2,1,-1,1
1,53,0,0,12,2,1,0,1
2,23,1,6,16,2,1,-1,5
2,23,1,8,15,1,1,-1,5
2,37,3,18,16,1,1,0,1
1,47,2,16,12,1,1,0,1
1,40,0,12,16,2,1,0,1
2,69,0,0,12,2,1,0,1
2,75,3,5,8,1,1,-1,5
2,69,0,0,12,2,1,0,3
2,82,4,0,0,1,2,1,5
1,26,1,10,17,2,1,-1,1
2,33,0,6,12,2,1,3,3
3,22,0,0,8,2,1,3,1
2,29,0,8,13,1,2,1,5
2,42,1,98,11,2,1,0,1
2,44,2,9,12,2,1,1,3
3,38,3,0,12,2,1,1,1
1,37,4,99,10,1,1,-1,5
2,26,1,12,12,1,1,-1,1
1,66,2,0,12,1,1,9,1
1,82,4,0,16,2,1,0,2
2,30,2,0,12,2,2,-1,3
3,61,4,0,5,2,1,2,4
1,50,1,15,12,1,1,-1,5
3,67,2,0,8,1,1,-1,3
1,82,0,0,6,1,1,0,1
2,23,2,0,15,2,1,1,5
2,47,0,14,12,2,1,0,1
2,58,2,18,18,1,1,-1,1
2,21,1,0,11,2,1,1,5
1,29,0,4,13,2,1,1,1
2,19,0,0,11,1,1,0,5
3,65,4,0,12,2,1,1,2
2,23,0,0,16,2,1,0,5
1,55,2,10,13,2,1,0,1
1,62,2,0,11,2,1,-1,2
2,25,1,13,17,2,1,9,3
2,69,0,0,13,1,3,1,2
1,71,1,0,17,2,1,0,2
2,86,0,0,12,1,1,1,1
1,33,1,14,17,1,1,0,1
1,41,2,17,14,2,1,-1,3
1,28,1,0,12,1,1,-1,1
2,76,2,0,12,1,1,-1,1
1,19,2,0,11,1,1,0,5
1,70,2,0,13,1,1,-1,1
2,46,0,4,14,2,1,1,1
1,24,0,99,16,1,1,0,5
1,86,0,0,12,2,1,2,2
3,23,3,1,10,2,1,-1,1
2,24,0,0,12,2,1,0,5
1,38,0,13,15,2,1,0,1
2,31,1,0,17,2,1,0,1
2,48,2,15,12,2,1,0,1
1,29,0,0,13,2,1,0,1
2,47,0,15,12,2,1,9,3
1,28,2,18,17,1,1,-1,1
2,28,1,16,16,1,2,0,1
1,53,1,18,20,1,1,-1,5
1,35,2,18,17,1,1,0,1
2,25,1,14,16,1,1,0,1
1,30,0,0,18,2,1,0,1
